node,degree,in_degree,out_degree,betweenness,clustering,closeness,pagerank
635,3,1,2,0.0008160439572783586,0.3333333333333333,0.2886560693641618,0.0004923938233648451
679,3,2,1,0.0007038382507822539,0.0,0.303917839482693,0.0007995808934012342
756,3,0,3,0.0,0.0,0.28556111508220156,0.0002640944232385337
798,3,1,2,0.00057228732495509,0.0,0.3073076923076923,0.00044178823894721773
42,11,5,6,0.01153890281324602,0.0,0.31162246489859596,0.0022778921942182393
163,6,1,5,0.0023228084698259507,0.06666666666666667,0.3117440499414748,0.00047701595954369104
212,3,2,1,0.0003677727091464269,0.0,0.28991291727140783,0.000768475892533278
235,7,3,4,0.004550861907759819,0.047619047619047616,0.2854590925330475,0.001265218599575102
238,13,6,7,0.006476759987200252,0.0,0.30426504188880427,0.0029299931948117324
297,5,2,3,0.002068701458678754,0.0,0.2964749536178108,0.0013309396256550008
299,3,0,3,0.0,0.0,0.3044969512195122,0.0002640944232385337
370,4,2,2,0.000767013946907992,0.0,0.29022884126407555,0.000987952812541913
389,5,4,1,0.00019128778797819986,0.1,0.2917123037604965,0.0018826565201912687
390,4,2,2,0.0016468065217596507,0.0,0.30105501130369255,0.0008624777822466346
395,4,2,2,0.0014729977457625602,0.0,0.3049618320610687,0.0010679327690211822
436,5,3,2,0.00622334251237273,0.0,0.30071509220925857,0.001139183704263129
656,4,1,3,0.003501192042707316,0.0,0.28648261025457156,0.0007020892922624814
743,3,2,1,0.00022106750581751673,0.0,0.2858676207513417,0.00044781644396394457
48,9,3,6,0.004406445468004437,0.08333333333333333,0.31456692913385825,0.0008243527686563748
60,12,3,9,0.00695660746219474,0.0,0.31370239497447977,0.0008317605170984919
63,3,0,3,0.0,0.0,0.3066001534919417,0.0002640944232385337
98,9,5,4,0.004194728398009504,0.05555555555555555,0.32652227217000407,0.0017894873456743992
109,3,1,2,0.0008353625391870678,0.0,0.29813432835820897,0.00044178823894721773
172,5,3,2,0.0012563201764363308,0.1,0.2932110091743119,0.0008516080764203789
237,5,1,4,0.0010497846831092335,0.0,0.29913889928865595,0.0006365906924574605
284,3,2,1,0.0017062008981584215,0.0,0.3098100038774719,0.0007978645334287997
302,5,1,4,0.003550343523923513,0.0,0.2951606944957518,0.00044178823894721773
351,3,0,3,0.0,0.0,0.3063650306748466,0.0002640944232385337
403,5,4,1,0.0011511492665449217,0.1,0.2943994104642594,0.0013698566031933518
501,3,2,1,0.0013104332726466424,0.0,0.2922457937088515,0.0006368631837730193
636,3,3,0,0.0,0.0,0.28253182461103254,0.0008092614678610051
688,3,1,2,0.00010323818590656888,0.3333333333333333,0.283433841787868,0.0004251397204498411
690,3,2,1,0.001494742539712588,0.0,0.2823321554770318,0.0005612177121884078
701,3,2,1,0.0009306216104980423,0.0,0.2835344215755855,0.000501393894288638
90,3,2,1,0.0005224627525887559,0.0,0.28772056175729205,0.000850456867076654
100,9,4,5,0.004800838902567039,0.0,0.2970260223048327,0.001610453866084125
127,3,3,0,0.0,0.0,0.28959768031895616,0.0013205096101828837
240,7,5,2,0.0009188450535418065,0.0,0.2924597364568082,0.001167748360488514
471,5,1,4,0.0020156174247153926,0.0,0.29213893967093235,0.000818360793597818
97,11,3,8,0.00568489263663911,0.03636363636363636,0.31469082315872393,0.001110982020750139
101,8,3,5,0.0012981768194682795,0.03571428571428571,0.3095699341340566,0.0008890155237298013
136,11,6,5,0.010447392858035712,0.0,0.32519332519332517,0.0017238438832016924
148,5,2,3,0.0038839705329792844,0.2,0.3171893608574831,0.0008544058897730101
154,4,1,3,0.0022705628834366687,0.0,0.30116848850358086,0.0007040577402277894
203,4,2,2,0.001713100327161516,0.0,0.30207939508506615,0.0007052936524243213
206,11,3,8,0.006294272946883662,0.01818181818181818,0.31706349206349205,0.0015991429021362607
218,5,2,3,0.002736967343967492,0.0,0.2995875515560555,0.0005548093052602345
262,5,2,3,0.00427219691701401,0.0,0.30105501130369255,0.0015164726272887835
266,6,4,2,0.002112092768390154,0.06666666666666667,0.2970260223048327,0.0008304634066385525
277,3,3,0,0.0,0.3333333333333333,0.29680534918276374,0.0008566555424087053
292,4,1,3,0.0018091966250308499,0.0,0.30334092634776005,0.0005649822271946599
326,4,2,2,0.003271649988391214,0.0,0.2979120059656972,0.00100730623871841
425,4,2,2,0.002958931870018152,0.0,0.30162325405813517,0.0018390880750237299
451,5,2,3,0.004050478283521714,0.0,0.3090909090909091,0.001218170394276374
464,4,1,3,0.0015981573259421092,0.0,0.2906511458712259,0.0005649822271946599
493,4,1,3,0.0004920785999637823,0.0,0.29407434670592564,0.0004756805037284956
494,3,0,3,0.0,0.0,0.29614529280948854,0.0002640944232385337
516,5,1,4,0.0019870096163642492,0.0,0.30207939508506615,0.0005649822271946599
545,3,0,3,0.0,0.0,0.29880329094988783,0.0002640944232385337
568,4,3,1,0.0019239656014036766,0.0,0.30219364599092285,0.0012660694584033644
590,4,1,3,0.00043654258793950437,0.16666666666666666,0.29614529280948854,0.0005022196971149334
655,3,3,0,0.0,0.6666666666666666,0.2994752623688156,0.001555336067261962
677,4,1,3,0.003601640347299119,0.0,0.2924597364568082,0.0007482817438636945
700,3,2,1,0.0011200816494840876,0.0,0.30207939508506615,0.0007536783895623608
711,3,2,1,0.0002982219416215,0.0,0.2989150766928545,0.0008334626054002756
724,3,1,2,0.0011781379643594353,0.0,0.2912869121399927,0.0005045062377915077
726,3,3,0,0.0,0.0,0.2926739926739927,0.0009337478103854271
761,3,0,3,0.0,0.0,0.29472519365547767,0.0002640944232385337
59,9,4,5,0.0036934059981314203,0.027777777777777776,0.3084942084942085,0.0012770695542067836
168,5,2,3,0.0004932396103348542,0.1,0.28761699064074875,0.0005084863236745595
256,5,2,3,0.0006554068135188174,0.0,0.28928312816799423,0.0013025476287235448
286,6,2,4,0.002356077184371595,0.0,0.28917842924357584,0.0010095568778139075
459,3,0,3,0.0,0.0,0.27447612504294056,0.0002640944232385337
631,3,0,3,0.0,0.0,0.27139945652173914,0.0002640944232385337
666,3,2,1,0.0009561317939044697,0.0,0.2739115529653754,0.0011250700454588924
744,3,2,1,0.0008122873151505542,0.0,0.2827317763623496,0.0008437138419470986
115,13,6,7,0.00919930070420228,0.038461538461538464,0.30789980732177263,0.001880193265272929
149,8,6,2,0.005131585758218962,0.03571428571428571,0.2959259259259259,0.0031508204970767412
157,9,4,5,0.004071199658466595,0.0,0.30150943396226415,0.0011052775121324016
219,6,3,3,0.002597187153450213,0.0,0.30128205128205127,0.0016046888226415926
223,5,2,3,0.0019888650733634328,0.0,0.29724702380952384,0.0008661000028468556
247,7,3,4,0.0021133365656239513,0.0,0.287100251527129,0.0013772708935900363
497,4,0,4,0.0,0.0,0.29680534918276374,0.0002640944232385337
604,3,1,2,0.00061658624116645,0.3333333333333333,0.2943994104642594,0.0004807885116763788
89,6,3,3,0.003562654186129199,0.0,0.303917839482693,0.0014027007169967896
177,5,2,3,0.0007828617000481448,0.1,0.29012345679012347,0.0014649764272824362
183,6,2,4,0.0005159069427750198,0.0,0.27917540181691125,0.0005623500708244505
526,3,2,1,0.00015815153979898834,0.0,0.2767578801524073,0.0007965633418926307
102,12,6,6,0.007860335886483775,0.015151515151515152,0.30885195206803245,0.0033127778618461086
106,11,5,6,0.006615165798689222,0.03636363636363636,0.30173716012084595,0.0026621439318690186
116,8,3,5,0.0036860829036962786,0.0,0.3044969512195122,0.0010470339413007406
121,6,2,4,0.004749203626049803,0.0,0.29992492492492495,0.0007985540023775188
352,5,2,3,0.0018569168842422522,0.0,0.2894927536231884,0.0006972775385588407
502,4,2,2,0.0014674808188238177,0.16666666666666666,0.2985799701046338,0.0005648045732049822
561,3,1,2,0.00020399434673427645,0.3333333333333333,0.28772056175729205,0.0005119251760936467
616,4,2,2,0.00015476980535508706,0.0,0.2889692585895118,0.0006586221788508021
646,4,3,1,0.0012254233728102217,0.0,0.2890738060781476,0.0011156196708445101
675,3,2,1,0.00021747860374018763,0.0,0.28094233473980307,0.0005331389955476601
409,4,1,3,0.0015075354173877504,0.0,0.2798598949211909,0.000645246261535589
449,4,1,3,0.0013713027698220648,0.0,0.2789804469273743,0.0004983696647055954
749,3,2,1,0.0002830474685127274,0.0,0.27438186813186816,0.0009404271460632066
209,8,3,5,0.006179765231913369,0.0,0.2889692585895118,0.0013414984657338176
405,3,2,1,0.0023811765442058154,0.0,0.2752325180847399,0.0008155186954604756
595,3,2,1,0.00081037769037377,0.0,0.27260320709655406,0.0012183659993583026
720,4,1,3,0.0005736986551564624,0.0,0.29813432835820897,0.0003880941146133553
167,5,2,3,0.0018349611670985357,0.1,0.2982456140350877,0.0008019746959055231
207,4,1,3,0.0003701238782597045,0.16666666666666666,0.28293201133144474,0.000588574771023281
404,4,2,2,0.0023922810630739445,0.0,0.2735364601163985,0.0007486683794633548
532,5,3,2,0.0013072728459452398,0.0,0.29310344827586204,0.001041515736480372
598,4,4,0,0.0,0.0,0.2790778903248341,0.0014995220897262853
73,11,3,8,0.005818208104011933,0.0,0.3068356374807988,0.0010083093354123988
140,4,1,3,0.0015897116594851468,0.0,0.29149945275446915,0.00072372328770556
230,11,6,5,0.006721656074131578,0.01818181818181818,0.3084942084942085,0.002478600627584584
298,3,2,1,0.0012136278857313432,0.0,0.279957953749124,0.0009017116922438911
500,3,2,1,0.001613022119661471,0.3333333333333333,0.27532736044107514,0.0008861856190282211
552,3,2,1,0.0012859193696142138,0.0,0.2747592847317744,0.001932762161763307
737,3,1,2,0.00024063180775568078,0.0,0.27075567604201967,0.0004251397204498411
164,10,7,3,0.0032013501626361063,0.022222222222222223,0.2953789279112754,0.0026235354435419768
293,3,3,0,0.0,0.0,0.28373579545454547,0.0021587594962320235
435,4,4,0,0.0,0.0,0.28434163701067616,0.002614625552635346
92,8,5,3,0.00489776346524791,0.03571428571428571,0.3084942084942085,0.002074166776680767
323,7,3,4,0.007757053299909657,0.0,0.2951606944957518,0.0008793580176756658
333,6,3,3,0.002421580670285314,0.0,0.2973576479344994,0.0008113947344494967
335,3,2,1,0.0005441053081494073,0.0,0.2912869121399927,0.000569681822255002
359,4,0,4,0.0,0.0,0.28980776206021036,0.0002640944232385337
361,3,2,1,0.001038259116540021,0.3333333333333333,0.2966951355365763,0.0008119879302083345
392,5,2,3,0.0013481296690803781,0.0,0.2858676207513417,0.0005169135424488236
398,6,5,1,0.0028338503552820847,0.0,0.3106531881804043,0.0014949021219361157
573,4,1,3,0.0022949543317391727,0.0,0.28917842924357584,0.0006942709712928417
613,3,1,2,0.0003822711054231968,0.0,0.2894927536231884,0.00034772818976031277
626,4,1,3,0.0017538285189778765,0.0,0.2964749536178108,0.0006879882388335129
704,3,2,1,0.00048293111261859774,0.0,0.2856632105827672,0.0005160638421657264
747,3,1,2,0.0011655558079894893,0.0,0.28373579545454547,0.0008644143701490153
770,3,1,2,0.0006802638067598158,0.0,0.30566182096403977,0.0006323204008148786
311,5,2,3,0.0013443111860805118,0.0,0.27966398319915997,0.0007239113304059688
312,7,4,3,0.002807641758717785,0.0,0.2768537768537769,0.0015517992583776814
507,3,1,2,0.0015262127675949378,0.0,0.28525526597643697,0.0009506580428960111
571,5,2,3,0.0016214131018115322,0.0,0.2851534618129907,0.0005348937348040963
600,3,2,1,0.0002918375010274035,0.0,0.26839099764863955,0.0016997427602862176
707,3,1,2,0.001367309244093941,0.0,0.28084358523725833,0.0013503763707940965
208,13,10,3,0.011141505550640217,0.0,0.2890738060781476,0.004857889141010534
321,4,2,2,0.0008141776097085883,0.0,0.29472519365547767,0.0009350820078896258
354,4,2,2,0.0018727908475349641,0.16666666666666666,0.2838365896980462,0.001466055239900136
379,3,2,1,0.0008570472819039764,0.0,0.2859699355762348,0.000994429317268632
415,4,1,3,0.0002740909127879623,0.0,0.28434163701067616,0.000700806766422564
788,3,2,1,0.001332150669477185,0.0,0.2886560693641618,0.0008853579934365361
147,5,1,4,0.00257325436851517,0.0,0.2923527259421881,0.0006878413829162727
175,5,2,3,0.0045986025672016765,0.0,0.27714186611168923,0.000815163770857344
248,4,4,0,0.0,0.0,0.2811400422237861,0.001542516954544571
301,7,6,1,0.002640473676188421,0.0,0.2802525429673799,0.0019014952957279896
380,3,1,2,0.000634511062999744,0.0,0.2839374555792466,0.0006878413829162727
408,4,3,1,0.0009427782242367202,0.0,0.2781065088757396,0.0014350838579528379
463,6,2,4,0.001419019802139196,0.0,0.2934263679764965,0.0008118410742910943
514,3,2,1,0.001187917501397311,0.3333333333333333,0.2865853658536585,0.0019017353569706398
541,4,2,2,0.0013976978675765703,0.0,0.30207939508506615,0.0010536848596749734
547,3,0,3,0.0,0.0,0.29149945275446915,0.0002640944232385337
551,3,2,1,0.0007543432375874519,0.0,0.2859699355762348,0.0008253749930523746
589,3,1,2,0.0008652608200361346,0.0,0.2932110091743119,0.00043373741664253353
621,3,1,2,0.0006695206886215287,0.0,0.28535714285714286,0.0004999955143276624
779,3,2,1,0.0004625507402707657,0.0,0.2728825136612022,0.0008503037142389339
189,6,1,5,0.0005887343478722506,0.0,0.283433841787868,0.0005159520336406299
288,4,0,4,0.0,0.0,0.2850517302889761,0.0002640944232385337
295,5,3,2,0.001630605180192955,0.0,0.28153629316420015,0.0011052538192067357
388,3,1,2,0.0002644381563383006,0.0,0.27149167516139994,0.000433929608964751
420,3,1,2,0.0003377344328318528,0.0,0.2806462943449245,0.00039236472934645647
537,3,2,1,0.00044095694478256175,0.0,0.27966398319915997,0.0008537128538340958
242,8,4,4,0.005380846073026497,0.0,0.2943994104642594,0.001735628555250745
566,4,2,2,0.0023043815578287627,0.0,0.2718611772711807,0.0013597272220356692
611,4,3,1,0.0003787272049984692,0.0,0.27195371000680735,0.0019116684016219087
686,3,1,2,0.0004353687487224446,0.0,0.2785913528591353,0.0007398672849756432
117,20,13,7,0.012888894962076888,0.005263157894736842,0.32440113682501015,0.0034587651653990325
141,6,4,2,0.0010690005718278874,0.0,0.2970260223048327,0.0009608660083003133
579,3,3,0,0.0,0.3333333333333333,0.27704576976421635,0.0009179918039972497
607,3,1,2,0.0002590424649365807,0.0,0.27551724137931033,0.00047588614931713723
667,3,1,2,0.0018069525825212165,0.0,0.2727893479003073,0.0004973996271760071
131,10,4,6,0.0038830706539476844,0.0,0.3013956997359487,0.0007966305590698756
205,4,3,1,0.00205260233850469,0.0,0.29075691411935956,0.001356402148476459
228,6,3,3,0.0009530862635260557,0.0,0.2910746812386157,0.0011413968259160853
257,6,3,3,0.00576349354143156,0.0,0.28413940256045517,0.0024112610890465983
265,4,2,2,0.0030036888764786414,0.0,0.28823953823953824,0.0008598511858988468
307,4,2,2,0.0011851532310862087,0.0,0.2811400422237861,0.0005368398541344979
316,7,2,5,0.004997858552293304,0.0,0.2953789279112754,0.0008133973069319895
423,3,1,2,0.0004069582666867347,0.0,0.2969156447417317,0.0006752999588848747
486,4,2,2,0.0009694084831862695,0.0,0.2846455290345565,0.0010707326671139331
554,3,1,2,7.808168725951294e-05,0.3333333333333333,0.28434163701067616,0.000433929608964751
783,3,1,2,0.0007904209329628321,0.0,0.27438186813186816,0.0003548225158362017
184,4,3,1,0.00032440626775553043,0.0,0.27627939142461966,0.0009355968860214855
271,5,3,2,0.002141230895150852,0.0,0.28054775280898875,0.0013720599924271078
480,3,2,1,0.0004943541072975403,0.0,0.2752325180847399,0.0010044971665898257
533,3,0,3,0.0,0.0,0.26956815114709853,0.0002640944232385337
574,5,1,4,0.001648728378547771,0.0,0.28424048381358946,0.000563066825166342
378,3,0,3,0.0,0.0,0.265625,0.0002640944232385337
465,6,4,2,0.0013037650763773397,0.06666666666666667,0.2767578801524073,0.0015440162703502537
617,4,0,4,0.0,0.0,0.2713073005093379,0.0002640944232385337
676,3,1,2,0.0003497678888898756,0.0,0.2608553705517467,0.00045066485648722026
696,3,0,3,0.0,0.3333333333333333,0.2507846829880728,0.0002640944232385337
153,5,4,1,0.001257056747941864,0.0,0.28991291727140783,0.000739654244829834
306,7,3,4,0.004322955061655957,0.0,0.28293201133144474,0.0022853880448512553
385,4,1,3,0.0016974217180996563,0.0,0.2694772344013491,0.00045066485648722026
546,7,5,2,0.005407646471334924,0.0,0.28970268310369834,0.0028565733472680735
562,3,1,2,0.0016542884290688237,0.0,0.27251023192360163,0.0008752268722985236
685,4,2,2,0.0004633978515642425,0.0,0.2734428473648186,0.0006146561486863556
152,12,8,4,0.008499657953774631,0.015151515151515152,0.3128425998433829,0.0031998867749804508
193,8,4,4,0.004112997935725261,0.0,0.3083751447317638,0.0013494635189737507
214,7,3,4,0.0037281315837988903,0.0,0.29936305732484075,0.0019615527995347406
273,6,5,1,0.0003556214918867483,0.0,0.30357142857142855,0.001327775184659218
325,5,1,4,0.0002762123682520665,0.0,0.2936420433664094,0.0003389251379104925
353,3,1,2,0.0006603593303993922,0.0,0.2866881951919627,0.0007202102406997495
623,3,1,2,0.0004931786661805824,0.0,0.2830322352107687,0.0005029104481413677
763,3,0,3,0.0,0.0,0.28373579545454547,0.0002640944232385337
767,3,2,1,0.001334924927091357,0.0,0.278397212543554,0.0014373164446386893
363,3,2,1,0.00016154072544842404,0.0,0.27363013698630134,0.001009207017051533
313,5,3,2,0.002351375550802305,0.0,0.275137741046832,0.0014314329094189152
328,3,1,2,0.0012165677960462324,0.0,0.270297699594046,0.0012816096430494869
108,10,6,4,0.005536817117043927,0.0,0.3075442648190916,0.0018990006318521286
244,5,2,3,0.0015192460565106884,0.0,0.28253182461103254,0.001078614846335813
124,3,3,0,0.0,0.0,0.2789804469273743,0.001743943551318934
585,3,2,1,0.0023635727332689625,0.0,0.27409948542024015,0.0011157551245895624
630,3,3,0,0.0,0.0,0.26474486414844267,0.0010141460244536685
632,3,3,0,0.0,0.0,0.26929558476575666,0.001424064896840582
727,3,1,2,3.700372770733278e-05,0.0,0.270023656640757,0.0004762688634755159
239,3,2,1,0.00027043673578050823,0.0,0.2798598949211909,0.0012661044121608067
564,3,0,3,0.0,0.0,0.2681208053691275,0.0002640944232385337
396,3,1,2,0.0003434237324358155,0.0,0.26830087306917394,0.00038487839614701424
535,3,1,2,0.00022078045847183966,0.0,0.27800974251913707,0.0006507773981600355
567,3,0,3,0.0,0.0,0.26421957671957674,0.0002640944232385337
477,3,1,2,0.0002833629643866558,0.0,0.26222513948145715,0.00040536758380612926
709,4,4,0,0.0,0.16666666666666666,0.28223242670434473,0.001418146004087136
282,4,2,2,0.00022713591083828316,0.0,0.2776233495482974,0.0008043904647829658
487,3,1,2,0.00046113833907786853,0.0,0.2760884588804423,0.0013291801846081754
645,4,1,3,0.0013098309029195379,0.0,0.28293201133144474,0.001486524417179491
678,4,2,2,0.0017290522181340467,0.0,0.2784942488672011,0.0018961049426754867
176,3,1,2,0.0003844246676965579,0.0,0.2806462943449245,0.0006675805259247243
336,3,2,1,0.0007485651898739576,0.0,0.2783002438174852,0.0009496170419137838
400,4,0,4,0.0,0.0,0.28074490513000705,0.0002640944232385337
483,3,3,0,0.0,0.0,0.28283185840707964,0.0015296469232720384
530,6,6,0,0.0,0.0,0.2817348377997179,0.0015954754931652116
659,3,2,1,0.0012289581579027061,0.0,0.2752325180847399,0.0012123254927287027
663,3,1,2,0.0019668082961838314,0.0,0.2811400422237861,0.0014168066321045948
776,3,0,3,0.0,0.0,0.27976190476190477,0.0002640944232385337
142,4,2,2,0.0006980738153978691,0.0,0.28323289613612196,0.0012448858245190828
220,7,4,3,0.0022629949357103655,0.0,0.2851534618129907,0.001906698607848478
338,4,1,3,0.00021602163108138065,0.0,0.27637495676236595,0.000391867789507746
439,4,1,3,0.001339313439696204,0.0,0.2830322352107687,0.0008211243887243604
473,4,3,1,0.0001226708934652134,0.0,0.2863799283154122,0.0006948209684645541
531,4,2,2,0.0029571144136024477,0.0,0.27011494252873564,0.0007229923133644825
587,3,0,3,0.0,0.0,0.2833333333333333,0.0002640944232385337
717,3,1,2,0.00014814673892058877,0.0,0.2793706293706294,0.00034515237077200397
722,3,1,2,0.0009427476283313433,0.0,0.27976190476190477,0.0005538953210884745
196,4,1,3,0.0019246817350923,0.0,0.2717687074829932,0.000598040558946897
372,3,3,0,0.0,0.0,0.26352242744063326,0.0007460012703862394
484,5,3,2,0.0026644962414852716,0.0,0.27195371000680735,0.0013037598179019714
634,3,1,2,0.0003118656651410296,0.0,0.26448195961602117,0.0003579631317518798
791,3,2,1,0.00022784412015786448,0.0,0.2606001304631442,0.0006305156339711815
158,6,3,3,0.0021993965429938866,0.0,0.2863799283154122,0.0007223962127346096
226,5,4,1,0.0002988417953418564,0.0,0.2873067241999281,0.0009815481310229636
417,3,3,0,0.0,0.0,0.2784942488672011,0.0008236950221015441
440,4,2,2,0.0008948547737265962,0.0,0.28223242670434473,0.0012660570898325727
506,4,4,0,0.0,0.0,0.2721389645776567,0.002526196763449359
708,3,1,2,0.0001682528230231439,0.0,0.27637495676236595,0.0003576162043079145
330,3,3,0,0.0,0.0,0.28153629316420015,0.001924992375269463
692,3,0,3,0.0,0.0,0.2718611772711807,0.0002640944232385337
329,4,3,1,0.000977582125030513,0.0,0.27149167516139994,0.000778022557201103
565,3,3,0,0.0,0.0,0.2663333333333333,0.0013496896086700378
386,3,2,1,0.000848374993949359,0.0,0.2819336626676076,0.0009265796695625597
453,3,1,2,0.0003832307197477959,0.0,0.2650962176509622,0.0009443998211645752
488,4,2,2,0.0020086331065443074,0.0,0.2760884588804423,0.0009384666468039643
671,4,2,2,0.0007909654474129809,0.0,0.2693863789615644,0.0012760692690398647
166,3,1,2,0.002037144229204569,0.0,0.29418262150220914,0.0006086201103211681
243,7,4,3,0.0038161911054700784,0.0,0.2957068837897853,0.0025323346019329503
376,3,2,1,0.00045508810114821353,0.0,0.2813380281690141,0.000526118030387432
428,3,3,0,0.0,0.0,0.28153629316420015,0.0015293460577985008
543,4,2,2,0.00042691014640001073,0.0,0.2888647866955893,0.00046038323245278974
648,3,2,1,0.0006879527755790552,0.0,0.28424048381358946,0.0013398349684101865
653,4,2,2,0.0017660874768166666,0.16666666666666666,0.28720345075485265,0.001335034720669502
673,4,3,1,0.0011019707428005284,0.16666666666666666,0.2833333333333333,0.0010395271194747091
694,3,3,0,0.0,0.0,0.2838365896980462,0.0025708677277550174
760,3,2,1,0.0013101061513938967,0.0,0.2859699355762348,0.0008352985315148862
772,3,1,2,0.00030702241574581045,0.0,0.2773342589378688,0.0006086201103211681
780,3,3,0,0.0,0.0,0.2693863789615644,0.0011677726610094118
591,3,2,1,0.0003083889340911746,0.0,0.28084358523725833,0.0010627114893166376
610,4,0,4,0.0,0.0,0.275993091537133,0.0002640944232385337
753,4,1,3,0.001981750381888712,0.0,0.26776139410187666,0.0008182210575653171
146,6,3,3,0.0030923368772139766,0.0,0.28617478510028654,0.0011494631456976394
468,3,0,3,0.0,0.0,0.2557618437900128,0.0002640944232385337
578,3,1,2,0.00025377009572778096,0.0,0.2781065088757396,0.00034260249005134213
596,4,0,4,0.0,0.0,0.27743055555555557,0.0002640944232385337
458,3,1,2,0.00040786143203873994,0.0,0.2529281418170307,0.0005823914489050899
735,4,3,1,7.189710339373576e-05,0.0,0.25949983760961354,0.0005999672833414125
689,4,0,4,0.0,0.16666666666666666,0.26929558476575666,0.0002640944232385337
416,3,1,2,0.00022201608827483903,0.0,0.2717687074829932,0.0007181408816162683
662,3,1,2,0.00047256203600345336,0.0,0.2785913528591353,0.0007665098315225786
748,3,0,3,0.0,0.0,0.2858676207513417,0.0002640944232385337
771,4,2,2,0.002219768239691303,0.0,0.2710312075983718,0.001006420708995999
447,4,2,2,0.0026667684064715074,0.0,0.27048070412999325,0.001010071493254021
639,4,2,2,0.00033088237878585615,0.0,0.2682108089963075,0.0005281255230850674
733,3,0,3,0.0,0.0,0.26580172987358613,0.0002640944232385337
601,3,2,1,0.0002427430603770259,0.0,0.27334929866575436,0.0004490088052693255
658,4,1,3,0.000579759884565985,0.0,0.2784942488672011,0.0008443396048687512
481,3,3,0,0.0,0.0,0.2726962457337884,0.0008120030342397137
669,3,2,1,0.0006950103534845551,0.0,0.2601758384890915,0.0011284401624588108
280,3,1,2,0.0006153835253758029,0.0,0.28094233473980307,0.0004907728444322517
443,5,0,5,0.0,0.0,0.2789804469273743,0.0002640944232385337
444,4,3,1,0.0026365591542810234,0.0,0.2735364601163985,0.002049454729244234
327,5,4,1,0.0019919023203556502,0.0,0.2742876759354617,0.0013560247374059754
476,3,3,0,0.0,0.0,0.2698412698412698,0.0010543919635612063
647,3,2,1,0.00022623676777092737,0.0,0.2639577139081599,0.000943318742006281
661,3,1,2,0.002003867444601301,0.0,0.2723244717109748,0.0010644120367661798
236,5,1,4,0.000900873691298825,0.0,0.2798598949211909,0.0003880941146133553
381,4,2,2,0.0005607604550497054,0.0,0.2810411537108688,0.0008078609644376104
774,3,3,0,0.0,0.0,0.27167630057803466,0.0010464145725553324
576,3,1,2,0.0005160306716489798,0.0,0.2557618437900128,0.0003711051849747306
682,4,3,1,0.001190649832161308,0.0,0.2655367231638418,0.0007058094388721147
181,5,3,2,0.0016144823746360112,0.1,0.27447612504294056,0.001107832383636916
309,5,3,2,0.001405829023322262,0.0,0.2856632105827672,0.0006584599955214003
406,5,2,3,0.0016909556493457996,0.0,0.2608553705517467,0.000704676967200477
285,4,0,4,0.0,0.0,0.2795661301609517,0.0002640944232385337
429,5,2,3,0.001490056933644596,0.0,0.2798598949211909,0.0012151914959230325
469,3,1,2,0.0036109896040787846,0.0,0.2614528795811518,0.0010361843362786266
472,3,2,1,0.0003545559674378228,0.3333333333333333,0.2784942488672011,0.001176495761508288
479,4,3,1,0.0015492450290688073,0.16666666666666666,0.27791304347826085,0.0013654956971075696
496,4,1,3,0.0019915220161378557,0.0,0.2813380281690141,0.0008484444766026596
799,3,1,2,0.0004731312481747364,0.0,0.2778164116828929,0.0006839047018264769
519,4,3,1,0.0009862170986118341,0.0,0.27084745762711865,0.0012545922415678
577,3,1,2,0.00027823941759246636,0.0,0.26196721311475407,0.00038361176000218175
736,3,1,2,0.00035229205008617065,0.0,0.26492042440318303,0.0006882705871817782
217,6,4,2,0.002528025745240173,0.0,0.2772380291464261,0.0010738162149753138
438,5,2,3,0.005018111945040748,0.0,0.27580255436658613,0.001955723082584351
518,3,1,2,0.0002005768469100937,0.0,0.275612280096585,0.0005189509844537298
332,4,4,0,0.0,0.0,0.2773342589378688,0.0020445486931695645
394,6,5,1,0.00065596223913081,0.0,0.2776233495482974,0.0016803034229761385
638,3,0,3,0.0,0.0,0.27752691906912125,0.0002640944232385337
433,5,1,4,0.0014696485155407696,0.0,0.2865853658536585,0.0007411745475233753
202,3,2,1,7.684109425062707e-05,0.0,0.2742876759354617,0.000982227163947812
508,4,3,1,0.0015009186747959988,0.0,0.27438186813186816,0.0019006129192404297
252,7,5,2,0.002020141512787866,0.0,0.28803172314347514,0.0021791780627668767
490,5,3,2,0.0008937559207620641,0.1,0.27466483327603985,0.0011388525407357508
515,3,1,2,0.0002768323288956205,0.0,0.26785115655380487,0.0006473839772872714
450,6,0,6,0.0,0.0,0.2798598949211909,0.0002640944232385337
723,3,1,2,0.000546793357128916,0.0,0.2723244717109748,0.0008211243887243604
729,4,1,3,0.0024641591954212934,0.0,0.25941558441558443,0.0005666123558048155
741,3,2,1,0.0005289782345369679,0.0,0.2636963696369637,0.0009351381564532542
211,4,2,2,0.0006568147094430691,0.0,0.27927298147500873,0.0005446868809384056
160,9,3,6,0.002099887285100995,0.027777777777777776,0.28163553048995416,0.0010314282620383986
171,6,5,1,0.0031528876219893347,0.06666666666666667,0.28424048381358946,0.0013135839990013958
412,5,3,2,0.0012665864665645835,0.0,0.27647058823529413,0.001380336325198653
173,8,4,4,0.0018061755520458554,0.03571428571428571,0.2867910983488873,0.0009198143104448491
185,6,2,4,0.0014551036948089913,0.0,0.28556111508220156,0.0008614968778678411
